ID,count
396,15229
397,880
398,1295
399,7627
400,3232
401,26
402,17841
403,5972
404,7644
405,72
406,84
407,26980
408,2534
409,2950
410,31785
411,140
412,344
413,2371
414,54737
415,1059
416,796
417,469
418,16651
419,136
420,210
421,225
422,163
423,39
424,25195
425,41235
426,28502
427,14342
428,221
429,4313
430,50740
431,1974
432,15227
433,344
434,24718
435,18587
436,11947
437,3380
438,27291
439,85
440,62
441,9536
442,51
443,1512
444,24757
445,582
446,7967
447,2802
448,1401
449,34745
450,36
451,18929
452,188
453,229
454,22996
455,13976
456,33
457,1969
458,1693
459,766
460,58
461,333
462,19793
463,3180
464,14543
465,132
466,877
467,271
468,11874
469,11519
470,117
471,12339
472,327
473,2649
474,440
475,151
476,1429
477,9074
478,865
479,2104
480,4120
481,2651
482,4136
483,8861
484,9365
485,19565
486,79
487,10005
488,7917
489,451
490,41586
491,1182
492,26712
493,1372
494,389
495,6953
496,2176
497,32751
498,2495
499,35389
500,15577
501,276
502,3657
503,12667
504,850
505,20
506,1638
507,1083
508,198
509,4724
510,1041
511,3034
512,94
513,3265
514,29
515,58954
516,9198
517,1537
518,249
519,10219
520,536
521,979
522,36472
523,15279
524,135
525,146
526,114
527,215
528,74
529,26362
530,9826
531,425
532,683
533,8630
534,23956
535,1580
536,23833
537,3873
538,33303
539,41383
540,11067
541,16205
542,3825
543,1943
544,436
545,26234
546,5745
547,11330
548,11821
549,14464
550,7533
551,14849
552,23065
553,41122
554,10143
555,1440
556,8549
557,2255
558,31239
559,39662
560,20447
561,2698
562,7111
563,12656
564,704
565,5766
566,1114
567,1662
568,1468
569,1675
570,1926
571,15
572,13848
573,18934
574,33
575,3694
576,1180
577,635
578,920
579,11825
580,41750
581,1013
582,1261
583,1308
584,1132
585,11968
586,4641
587,1281
588,338
589,21762
590,38276
591,32661
592,233
593,24908
594,45
595,339
596,2601
597,2705
598,17981
599,11409
600,40071
601,6286
602,2961
603,10501
604,40371
605,44168
606,37681
607,24345
608,311
609,26375
610,46507
611,8033
612,3318
613,3422
614,812
615,5767
616,20145
617,5895
618,16903
619,2238
620,501
621,271
622,15665
623,25692
624,347
625,1336
626,6358
627,4061
628,4668
629,10842
630,45248
631,2965
632,562
633,2122
634,2747
635,47455
636,12547
637,42991
638,259
639,10231
640,11635
641,484
642,4303
643,537
644,200
645,11629
646,5741
647,200
648,41584
649,4230
650,42477
651,861
652,39045
653,7858
654,39179
655,14426
656,22875
657,49240
658,1116
659,34072
660,2438
661,4939
662,5415
663,1097
664,200
665,8549
666,888
667,329
668,284
669,201
670,5163
671,218
672,279
673,1976
674,955
675,15561
676,1295
677,203
678,364
679,369
680,709
681,223
682,1546
683,552
684,254
685,230
686,200
687,262
688,249
689,117
690,234
691,270
692,239
693,247
694,12093
695,4757
696,23309
697,2896
698,625
699,2814
700,3357
701,2812
702,515
703,25828
704,12489
705,21847
706,16174
707,1149
708,1601
709,938
710,746
711,10170
712,3806
713,2179
714,2268
715,2045
716,19711
717,9007
718,5393
719,203
720,963
721,1165
722,574
723,2486
724,2881
725,17359
726,684
727,18626
728,240
729,108
730,16111
731,247
732,14640
733,2211
734,6478
735,268
736,27229
737,25449
738,124
739,13275
740,440
741,25628
742,9952
743,1266
744,21224
745,13853
746,16339
747,54222
748,5563
749,1374
750,44588
751,593
752,8677
753,37139
754,6003
755,796
756,9149
757,1755
758,118
759,616
760,183
761,17840
762,36775
763,347
764,13327
765,336
766,1311
767,5020
768,35785
769,17462
770,26356
771,6053
772,10978
773,221
774,1661
775,2605
776,5374
777,36
778,1742
779,40
780,326
781,42
782,2401
783,84
784,27041
785,5421
786,4488
787,15907
788,10819
789,160
790,14830
791,882
792,2508
793,314
794,722
795,31
796,500
797,180
798,4514
799,990
800,73
801,10024
802,34786
803,601
804,23
805,2143
806,6196
807,4700
808,9531
809,581
810,42889
811,22060
812,327
813,9781
814,27741
815,5164
816,22811
817,201
818,4024
819,18000
820,17939
821,2155
822,30688
823,10910
824,59
825,643
826,643
827,16848
828,21718
829,7452
830,1047
831,23340
832,12260
833,8740
834,26
835,84
836,2364
837,1330
838,95
839,372
840,55
841,78
842,20932
843,22245
844,1184
845,22044
846,5877
847,21990
848,35782
849,7244
850,4495
851,43021
852,53
853,6436
854,1796
855,1585
856,3421
857,6118
858,23757
859,43101
860,21103
861,854
862,1107
863,200
864,1626
865,3750
866,1657
867,61
868,8025
869,594
870,1782
871,699
872,48
873,2484
874,3923
875,11715
876,23821
877,66
878,23047
879,999
880,2174
881,24725
882,2679
883,493
884,15857
885,3441
886,3046
887,5697
888,60
889,10678
890,10595
891,6733
892,6265
893,31167
894,3094
895,66
896,1617
897,14191
898,265
899,14084
900,564
901,26681
902,50002
903,6569
904,25516
905,5557
906,15785
907,13616
908,134
909,14262
910,28677
911,3923
912,220
913,148
914,3920
915,1180
916,102
917,1819
918,1455
919,41
920,20612
921,217
922,13387
923,627
924,24187
925,1595
926,3837
927,1729
928,33679
929,24936
930,1514
931,33323
932,53541
933,50898
934,5680
935,6700
936,39242
937,14141
938,35595
939,17196
940,361
941,225
942,778
943,4790
944,22322
945,18727
946,178
947,613
948,668
949,16927
950,43783
951,3913
952,255
953,158
954,2464
955,711
956,997
957,1769
958,2906
959,531
960,197
961,238
962,167
963,418
964,5584
965,20421
966,571
967,338
968,37563
969,2729
970,4051
971,4840
972,150
973,483
974,1221
975,3791
976,623
977,431
978,821
979,5337
980,1295
981,1337
982,175
983,5806
984,715
985,42
986,91
987,950
988,9000
989,11703
990,20022
991,3459
992,2818
993,5577
994,2490
995,92
996,472
997,3746
998,71
999,11974
1000,1482
1001,11055
1002,48795
1003,39626
1004,20404
1005,2796
1006,1932
1007,911
1008,7155
1009,241
1010,1763
1011,64
1012,75
1013,107
1014,335
1015,1721
1016,9166
1017,5198
1018,8120
1019,17868
1020,5194
1021,2017
1022,29019
1023,6905
1024,33261
1025,278
1026,200
1027,48896
1028,26
1029,200
1030,32
1031,7087
1032,42
1033,918
1034,562
1035,5744
1036,13367
1037,1277
1038,29648
1039,53
1040,46220
1041,2898
1042,1661
1043,413
1044,4680
1045,3081
1046,5453
1047,3907
1048,2142
1049,185
1050,34413
1051,2441
1052,1104
1053,200
1054,103
1055,13185
1056,33779
1057,765
1058,582
1059,13760
1060,4210
1061,564
1062,5409
1063,350
1064,142
1065,27620
1066,2442
1067,155
1068,894
1069,112
1070,312
1071,540
1072,12593
1073,9761
1074,6223
1075,703
1076,1723
1077,42402
1078,1038
1079,2835
1080,42075
1081,8539
1082,5891
1083,12863
1084,8643
1085,43584
1086,4205
1087,5085
1088,5605
1089,74
1090,22122
1091,1570
1092,878
1093,29
1094,257
1095,24956
1096,63
1097,386
1098,75
1099,10857
1100,6718
1101,367
1102,886
1103,305
1104,1193
1105,77
1106,4789
1107,418
1108,28374
1109,998
1110,2715
1111,7429
1112,16170
1113,13918
1114,1197
1115,219
1116,138
1117,2500
1118,924
1119,18552
1120,3420
1121,33
1122,10349
1123,6250
1124,112
1125,567
1126,2056
1127,30979
1128,545
1129,186
1130,947
1131,18000
1132,648
1133,2289
1134,26285
1135,20580
1136,20760
1137,75
1138,7393
1139,2242
1140,1549
1141,25718
1142,282
1143,22328
1144,6906
1145,39091
1146,357
1147,8294
1148,1853
1149,1000
1150,246
1151,367
1152,412
1153,8256
1154,30837
1155,37754
1156,197
1157,563
1158,642
1159,2178
1160,550
1161,1048
1162,155
1163,54
1164,33071
1165,603
1166,716
1167,1102
1168,9286
1169,4645
1170,3250
1171,91
1172,7058
1173,328
1174,69
1175,49150
1176,12464
1177,2994
1178,5575
1179,2976
1180,3897
1181,1130
1182,115
1183,2591
1184,64
1185,31
1186,922
1187,13771
1188,7101
1189,3228
1190,312
1191,504
1192,736
1193,5612
1194,6551
1195,36
1196,2521
1197,1064
1198,1220
1199,2454
1200,73
1201,6987
1202,67
1203,770
1204,27
1205,323
1206,224
1207,26284
1208,2457
1209,5324
1210,599
1211,448
1212,11745
1213,4375
1214,37000
1215,13246
1216,943
1217,10117
1218,45
1219,5624
1220,113
1221,22388
1222,2937
1223,147
1224,1963
1225,51101
1226,2234
1227,6333
1228,3341
1229,834
1230,581
1231,1731
1232,9989
1233,41
1234,431
1235,372
1236,2193
1237,13878
1238,2453
1239,4355
1240,78
1241,531
1242,11675
1243,2090
1244,1141
1245,2357
1246,4789
1247,7772
1248,10437
1249,6929
1250,3920
1251,1316
1252,10366
1253,20378
1254,5041
1255,6424
1256,2148
1257,2163
1258,6022
1259,1582
1260,206
1261,199
1262,7394
1263,610
1264,8276
1265,6047
1266,405
1267,2029
1268,54500
1269,7938
1270,297
1271,6638
1272,2579
1273,120
1274,12491
1275,2264
1276,38
1277,24261
1278,222
1279,477
1280,774
1281,15705
1282,6254
1283,9579
1284,25451
1285,40415
1286,1666
1287,37317
1288,10975
1289,33105
1290,417
1291,416
1292,1581
1293,746
1294,5067
1295,394
1296,807
1297,237
1298,4168
1299,18704
1300,11029
1301,613
1302,4575
1303,34654
1304,363
1305,42337
1306,4023
1307,371
1308,2099
1309,3455
1310,47753
1311,552
1312,972
1313,29545
1314,11967
1315,27095
1316,7738
1317,8391
1318,23573
1319,5577
1320,300
1321,2882
1322,15446
1323,372
1324,1375
1325,537
1326,1703
1327,5038
1328,49
1329,75
1330,48
1331,480
1332,14782
1333,78
1334,50
1335,8706
1336,7587
1337,36568
1338,2480
1339,151
1340,140
1341,19726
1342,39701
1343,3155
1344,1080
1345,5443
1346,6338
1347,54408
1348,17095
1349,418
1350,1370
1351,40245
1352,6824
1353,3004
1354,6124
1355,1406
1356,4054
1357,15232
1358,1208
1359,828
1360,38998
1361,14837
1362,8905
1363,39114
1364,978
1365,1317
1366,600
1367,8269
1368,27
1369,301
1370,326
1371,2093
1372,11918
1373,37
1374,1240
1375,5078
1376,1411
1377,2800
1378,4662
1379,1053
1380,10607
1381,1498
1382,11434
1383,8695
1384,5519
1385,1749
1386,475
1387,4347
1388,1923
1389,1704
1390,2349
1391,43926
1392,2244
1393,50329
1394,12740
1395,29617
1396,38
1397,4401
1398,16957
1399,26
1400,109
1401,405
1402,54491
1403,3433
1404,3067
1405,6221
1406,3158
1407,616
1408,114
1409,31651
1410,222
1411,2141
1412,634
1413,287
1414,1455
1415,382
1416,4858
1417,714
1418,479
1419,5366
1420,3127
1421,1628
1422,818
1423,2482
1424,312
1425,774
1426,2693
1427,17832
1428,719
1429,912
1430,6899
1431,7086
1432,3835
1433,48384
1434,8176
1435,11050
1436,12086
1437,4092
1438,11278
1439,3086
1440,1254
1441,1845
1442,2594
1443,31307
1444,26946
1445,41447
1446,11609
1447,59014
1448,5910
1449,13343
1450,102
1451,5256
1452,13173
1453,1816
1454,3763
1455,1163
1456,19887
1457,2418
1458,27155
1459,2436
1460,14166
1461,2053
1462,1136
1463,436
1464,1041
1465,31
1466,158
1467,1318
1468,3679
1469,9818
1470,886
1471,619
1472,12186
1473,28376
1474,8350
1475,20770
1476,36570
1477,3008
1478,10270
1479,16414
1480,14475
1481,2027
1482,2750
1483,16863
1484,1377
1485,30203
1486,14708
1487,5534
1488,9730
1489,4462
1490,3068
1491,1422
1492,144
1493,2990
1494,1442
1495,12552
1496,438
1497,2268
1498,12978
1499,11482
1500,120
1501,1506
1502,6923
1503,601
1504,15959
1505,1613
1506,177
1507,17106
1508,38984
1509,5077
1510,24
1511,15690
1512,17896
1513,184
1514,441
1515,39032
1516,4918
1517,100
1518,2264
1519,800
1520,5081
1521,7671
1522,13123
1523,3325
1524,792
1525,10351
1526,2409
1527,44860
1528,398
1529,534
1530,20374
1531,6812
1532,10351
1533,6883
1534,13720
1535,11667
1536,5876
1537,2460
1538,55171
1539,2761
1540,50845
1541,56
1542,12318
1543,8703
1544,13505
1545,56
1546,38985
1547,1565
1548,46790
1549,20061
1550,41
1551,22723
1552,1745
1553,13853
1554,4918
1555,6793
1556,34
1557,20710
1558,2850
1559,24885
1560,415
1561,1118
1562,323
1563,110
1564,21351
1565,8866
1566,152
1567,38854
1568,909
1569,9217
1570,13505
1571,19080
1572,771
1573,29
1574,10259
1575,3035
1576,84
1577,2799
1578,132
1579,1311
1580,561
1581,110
1582,12056
1583,943
1584,5364
1585,552
1586,300
1587,19791
1588,185
1589,33896
1590,8301
1591,3454
1592,13906
1593,1249
1594,469
1595,9538
1596,222
1597,40810
1598,7072
1599,1053
1600,82
1601,110
1602,112
1603,237
1604,3979
1605,1660
1606,1435
1607,25
1608,1104
1609,133
1610,3293
1611,35467
1612,2153
1613,166
1614,33996
1615,49417
1616,3819
1617,25500
1618,9631
1619,115
1620,10355
1621,7616
1622,84
1623,728
1624,23061
1625,18317
1626,2689
1627,576
1628,275
1629,47872
1630,222
1631,12069
1632,31804
1633,7120
1634,53064
1635,4802
1636,4879
1637,1955
1638,232
1639,25352
1640,33064
1641,52
1642,194
1643,27999
1644,4286
1645,19705
1646,47
1647,1879
1648,1445
1649,921
1650,7491
1651,3156
1652,860
1653,79
1654,2969
1655,322
1656,5785
1657,2350
1658,139
1659,80
1660,426
1661,13293
1662,2322
1663,110
1664,2395
1665,5366
1666,2859
1667,223
1668,3150
1669,4344
1670,853
1671,737
1672,502
1673,4130
1674,1346
1675,24083
1676,310
1677,49
1678,50
1679,66
1680,9000
1681,19552
1682,49
1683,141
1684,659
1685,32957
1686,74
1687,9441
1688,422
1689,7253
1690,17754
1691,2081
1692,2864
1693,584
1694,379
1695,988
1696,11865
1697,17548
1698,56
1699,132
1700,187
1701,288
1702,2154
1703,1400
1704,243
1705,925
1706,530
1707,1129
1708,613
1709,7786
1710,255
1711,3545
1712,1697
1713,164
1714,105
1715,64
1716,216
1717,50
1718,55
1719,58
1720,55
1721,49
1722,44441
1723,851
1724,559
1725,157
1726,363
1727,6225
1728,51
1729,2260
1730,187
1731,51
1732,639
1733,455
1734,449
1735,2938
1736,110
1737,825
1738,652
1739,1186
1740,51
1741,167
1742,299
1743,84
1744,841
1745,59
1746,174
1747,49
1748,176
1749,1310
1750,175
1751,246
1752,1609
1753,2728
1754,70
1755,628
1756,6170
1757,4675
1758,110
1759,298
1760,1724
1761,110
1762,3797
1763,1186
1764,9728
1765,3788
1766,520
1767,3118
1768,320
1769,4332
1770,15107
1771,854
1772,27144
1773,4711
1774,66
1775,4048
1776,1883
1777,36
1778,304
1779,1372
1780,1037
1781,1370
1782,5420
1783,16175
1784,2734
1785,2871
1786,141
1787,1603
1788,337
1789,2300
1790,2478
1791,3987
1792,53
1793,10294
1794,2035
1795,5616
1796,364
1797,3155
1798,415
1799,9413
1800,5965
1801,161
1802,1862
1803,858
1804,264
1805,2550
1806,8002
1807,2852
1808,283
1809,4899
1810,1354
1811,198
1812,5087
1813,10682
1814,109
1815,529
1816,1639
1817,180
1818,28
1819,20568
1820,32862
1821,82
1822,627
1823,15
1824,3006
1825,42
1826,96
1827,194
1828,23930
1829,10824
1830,23521
1831,154
1832,15891
1833,6036
1834,5084
1835,7781
1836,4373
1837,26532
1838,16438
1839,3277
1840,17559
1841,2784
1842,333
1843,1642
1844,1698
1845,1116
1846,9949
1847,3470
1848,346
1849,34925
1850,642
1851,822
1852,191
1853,676
1854,453
1855,9336
1856,4596
1857,1122
1858,30
1859,3993
1860,406
1861,2264
1862,2383
1863,1436
1864,15263
1865,128
1866,58
1867,360
1868,38
1869,122
1870,8500
1871,9849
1872,220
1873,12702
1874,7066
1875,9228
1876,26895
1877,6803
1878,8616
1879,7734
1880,1884
1881,35
1882,432
1883,7328
1884,36661
1885,2301
1886,3127
1887,309
1888,3471
1889,3179
1890,6046
1891,927
1892,1135
1893,25596
1894,6789
1895,20522
1896,9726
1897,14286
1898,25202
1899,915
1900,2329
1901,46992
1902,208
1903,2407
1904,38567
1905,12307
1906,17653
1907,885
1908,4428
1909,6533
1910,3236
1911,3303
1912,528
1913,10617
1914,145
1915,3430
1916,558
1917,4176
1918,8807
1919,1885
1920,180
1921,3734
1922,7747
1923,23071
1924,2040
1925,8011
1926,32391
1927,1726
1928,217
1929,7537
1930,1307
1931,1415
1932,3324
1933,7709
1934,1333
1935,26
1936,572
1937,1102
1938,815
1939,2787
1940,4032
1941,939
1942,957
1943,767
1944,1243
1945,808
1946,2279
1947,4430
1948,1183
1949,1426
1950,7356
1951,1578
1952,31118
1953,2618
1954,920
1955,3117
1956,5764
1957,6970
1958,42135
1959,1588
1960,6181
1961,4355
1962,6308
1963,1218
1964,7738
1965,2750
1966,24421
1967,1396
1968,6158
1969,8365
1970,8988
1971,5714
1972,6224
1973,2780
1974,5184
1975,5171
1976,131
1977,9998
1978,8721
1979,1319
1980,39408
1981,12321
1982,87
1983,10262
1984,2276
1985,55809
1986,424
1987,24574
1988,5545
1989,3912
1990,1031
1991,1467
1992,42490
1993,11742
1994,78
1995,8426
1996,1241
1997,4027
1998,1145
1999,3523
2000,1400
2001,418
2002,987
2003,30073
2004,1819
2005,780
2006,54106
2007,1884
2008,3723
2009,10605
2010,114
2011,1136
2012,39267
2013,73
2014,215
2015,9248
2016,6507
2017,885
2018,21410
2019,17201
2020,185
2021,860
2022,357
2023,828
2024,3249
2025,18482
2026,194
2027,36166
2028,171
2029,2232
2030,266
2031,2657
2032,6048
2033,42067
2034,175
2035,300
2036,1224
2037,511
2038,1085
2039,247
2040,21805
2041,666
2042,106
2043,11276
2044,20211
2045,202
2046,29059
2047,35
2048,32
2049,416
2050,461
2051,363
2052,1367
2053,17496
2054,2798
2055,5248
2056,13824
2057,297
2058,191
2059,20747
2060,98
2061,3095
2062,8619
2063,45856
2064,35905
2065,6200
2066,21207
2067,782
2068,2230
2069,3839
2070,2246
2071,221
2072,40763
2073,15246
2074,4463
2075,18911
2076,1879
2077,289
2078,3451
2079,2827
2080,2154
2081,2075
2082,8413
2083,3224
2084,1720
2085,902
2086,3551
2087,4507
2088,13495
2089,2754
2090,26
2091,6640
2092,388
2093,43
2094,18301
2095,10068
2096,2210
2097,11618
2098,22756
2099,5416
2100,11219
2101,7154
2102,124
2103,11183
2104,38687
2105,7682
2106,2633
2107,8400
2108,3028
2109,2711
2110,3126
2111,1454
2112,8715
2113,575
2114,9369
2115,10116
2116,612
2117,9142
2118,153
2119,261
2120,1111
2121,2567
2122,5464
2123,3944
2124,4766
2125,7752
2126,185
2127,2349
2128,4221
2129,236
2130,2165
2131,2263
2132,2708
2133,291
2134,1627
2135,2361
2136,489
2137,10172
2138,4868
2139,1545
2140,334
2141,2321
2142,339
2143,385
2144,583
2145,241
2146,263
2147,2345
2148,18082
2149,2731
2150,92
2151,686
2152,5032
2153,6512
2154,747
2155,1386
2156,40
2157,3991
2158,387
2159,35
2160,10829
2161,2027
2162,1438
2163,1321
2164,4459
2165,3079
2166,1848
2167,952
2168,1597
2169,47348
2170,28199
2171,283
2172,407
2173,33164
2174,16802
2175,29079
2176,61
2177,7120
2178,4437
2179,11018
2180,2863
2181,553
2182,36
2183,25
2184,8156
2185,6062
2186,5737
2187,3621
2188,847
2189,804
2190,273
2191,1472
2192,25256
2193,15107
2194,16232
2195,12701
2196,22495
2197,5104
2198,699
2199,17109
2200,1576
2201,5441
2202,492
2203,125
2204,3310
2205,3936
2206,15519
2207,3079
2208,538
2209,2566
2210,8588
2211,13366
2212,15902
2213,788
2214,625
2215,839
2216,5607
2217,46
2218,181
2219,5877
2220,628
2221,253
2222,154
2223,47
2224,55
2225,4285
2226,136
2227,144
2228,93
2229,2704
2230,2268
2231,5063
2232,2170
2233,860
2234,137
2235,383
2236,1371
2237,2584
2238,6985
2239,341
2240,6577
2241,19597
2242,8248
2243,570
2244,988
2245,1553
2246,10300
2247,356
2248,8098
2249,2408
2250,976
2251,2584
2252,3928
2253,3201
2254,990
2255,10617
2256,29699
2257,16943
2258,2165
2259,27660
2260,1419
2261,48
2262,6213
2263,5322
2264,19669
2265,32
2266,2158
2267,2856
2268,6403
2269,3387
2270,18472
2271,2230
2272,3115
2273,314
2274,6578
2275,7500
2276,25764
2277,361
2278,367
2279,3288
2280,301
2281,6020
2282,43880
2283,5742
2284,29
2285,8402
2286,2835
2287,8351
2288,2003
2289,19961
2290,273
2291,1204
2292,3616
2293,1051
2294,8696
2295,4623
2296,1147
2297,128
2298,628
2299,10886
2300,620
2301,909
2302,39250
2303,806
2304,4853
2305,249
2306,4589
2307,2341
2308,2303
2309,1961
2310,561
2311,178
2312,6830
2313,23
2314,23858
2315,3658
2316,2955
2317,37
2318,6474
2319,48
2320,14098
2321,3909
2322,16352
2323,1878
2324,544
2325,6784
2326,4341
2327,1070
2328,5216
2329,2594
2330,350
2331,8284
2332,106
2333,754
2334,257
2335,27591
2336,949
2337,1779
2338,5534
2339,3865
2340,708
2341,767
2342,1115
2343,140
2344,87
2345,702
2346,9363
2347,769
2348,2078
2349,159
2350,151
2351,1751
2352,11253
2353,46
2354,16746
2355,549
2356,4019
2357,553
2358,7817
2359,4685
2360,8013
2361,2024
2362,275
2363,443
2364,28897
2365,821
2366,557
2367,2099
2368,1520
2369,64
2370,45539
2371,826
2372,581
2373,376
2374,9271
2375,5238
2376,32562
2377,1173
2378,27086
2379,8291
2380,11384
2381,2561
2382,1071
2383,740
2384,1277
2385,5940
2386,4975
2387,518
2388,3340
2389,4730
2390,29254
2391,500
2392,3443
2393,1249
2394,7235
2395,22490
2396,630
2397,143
2398,172
2399,2147
2400,13790
2401,2270
2402,2407
2403,1379
2404,46
2405,955
2406,16681
2407,216
2408,2243
2409,130
2410,6
2411,3740
2412,23562
2413,19633
2414,3479
2415,26227
2416,6995
2417,1156
2418,443
2419,2768
2420,54
2421,472
2422,877
2423,19317
2424,224
2425,231
2426,359
2427,546
2428,23
2429,776
2430,7222
2431,25245
2432,4244
2433,93
2434,5960
2435,28348
2436,24
2437,16157
2438,149
2439,41187
2440,423
2441,11648
2442,7425
2443,7233
2444,28
2445,1052
2446,1788
2447,5336
2448,1734
2449,47
2450,1473
2451,33
2452,778
2453,2683
2454,733
2455,456
2456,2342
2457,2369
2458,2316
2459,4147
2460,3266
2461,3355
2462,4410
2463,387
2464,3094
2465,190
2466,188
2467,11296
2468,73
2469,5205
2470,1308
2471,116
2472,166
2473,414
2474,737
2475,1360
2476,34
2477,3876
2478,912
2479,84
2480,231
2481,2198
2482,55
2483,107
2484,5441
2485,691
2486,24
2487,205
2488,4435
2489,669
2490,5719
2491,927
2492,519
2493,28101
2494,154
2495,48589
2496,5260
2497,9203
2498,14522
2499,5630
2500,1870
2501,3615
2502,46
2503,4612
2504,7495
2505,72
2506,3580
2507,1126
2508,5829
2509,117
2510,21
2511,6046
2512,8165
2513,1096
2514,412
2515,455
2516,1087
2517,872
2518,125
2519,4805
2520,18482
2521,3957
2522,5050
2523,7101
2524,4178
2525,1527
2526,713
2527,890
2528,16950
2529,14880
2530,61
2531,10402
2532,16721
2533,12
2534,105
2535,2455
2536,11118
2537,4399
2538,4932
2539,2944
2540,7271
2541,4819
2542,4658
2543,1749
2544,1268
2545,845
2546,19
2547,61
2548,141
2549,1932
2550,627
2551,2145
2552,630
2553,9604
2554,143
2555,27
2556,8744
2557,13737
2558,3147
2559,19708
2560,283
2561,858
2562,821
2563,2895
2564,1530
2565,335
2566,1127
2567,2162
2568,86
2569,1083
2570,962
2571,2943
2572,33
2573,30
2574,34
2575,486
2576,4171
2577,42
2578,2149
2579,96
2580,249
2581,677
2582,1183
2583,971
2584,503
2585,27
2586,192
2587,4200
2588,6434
2589,346
2590,891
2591,23658
2592,3964
2593,4525
2594,590
2595,27
2596,2312
2597,5631
2598,362
2599,27
2600,1880
2601,210
2602,185
2603,8223
2604,5264
2605,162
2606,49
2607,610
2608,24053
2609,5868
2610,38
2611,99
2612,1121
2613,16767
2614,8229
2615,27337
2616,917
2617,97
2618,27909
2619,1339
2620,62620
2621,856
2622,83
2623,26859
2624,4840
2625,2882
2626,942
2627,1456
2628,8380
2629,2835
2630,916
2631,2171
2632,3531
2633,681
2634,589
2635,9877
2636,3240
2637,13513
2638,68
2639,1322
2640,4476
2641,103
2642,6042
2643,2492
2644,2183
2645,864
2646,2346
2647,200
2648,831
2649,111
2650,1249
2651,14802
